nunci	to call out, to announce, hence: messenger
nur	to nourish, to nurture, to suckle
nutr	to suckle, to feed, to nourish
nyct	darkness, night
nymph	young wife, young woman, spring goddess
ob	to, toward, before, opposite, inversely, upon, over, completely
obe	life
ocell	eye, eye-like spot
ochlo	crowd, mob
ock	diminutive suffix
oct	eight
ocul	eye
od	going, journey, path, way
od	song
odi	hatred
odont	tooth
odor	scent, to smell
odyn	pain
oeil	eye
oen	wine
offic	performance of duty
oid	in the image or form of, hence: like
oint	to anoint, to salve
oky	dwelling, house
ol	oil
ol	to smell
old	part of proper names
olf	part of proper names
olig	few
olph	wolf
oma	swelling, tumor
omin	omen, to regard as an ill omen
ommat	eye
omni	all, everything
omo	raw
omphal	navel, umbilicus; hence: hub
on	one
on	burden
onc	barbed hook
onco	mass, tumor, cancer
oneir	dreams
onic	clipped form of electronic, used as a combining form
onom	name
ont	being, existence
onych	claw, nail, fingernail
onym	name
oo	egg
op	work
op	wealth, abundance, resources, power, riches
ophi	snake
ophthalm	eye
opi	vegetable juice, juice of the poppy, opium
opia	eye condition
opistho	rear, rearward, behind
ops	eye, face
opsin	eye pigments
opsis	view, appearance
opson	buyer
opt	to choose
opt	to see
optim	best
or	to rise, to begin
or	mountain
or	mouth, to speak
or	gold
orama	view
orb	circle, sphere
orchid	testis, testicle
ord	order, to put in order
ordi	to begin
organ	implement, engine
origin	beginning, first
orn	to adorn
ornis	bird
ortho	straight, correct
os	god
os	mouth, opening
oscill	swing, to-and-fro motion, oscillation
ose	sugar
osis	condition [esp. diseased or abnormal], process
osmi	odor, smell
oss	bone
oste	bone
osti	door, opening
ostrac	shell
ot	ear
oti	ease, leisure
ound	waves, to rise in waves
out	out, outside
outr	beyond, far
ov	egg, egg-shaped
ov	sheep
overt	an opening, to open
oxy	sharp, acid
oz	to smell
pac	peace
pachys	thick
pack	pack, package
pact	to strike, to press together
pag	page of a book, scene of a play
pal	pale
pal	stake, area staked out
palat	palace
paleo	ancient, prehistoric
palin	again
pall	covering, cloak
palm	palm of the hand; hence: palm tree (the palm leaf somewhat resembles the palm of the hand)
palp	to feel, to touch
palud	swamp, marsh
palyn	dust, spores, pollen
pan	all
pan	bread
pan	a flat piece of cloth
pand	to spread out
panto	all
papill	nipple, pimple, swelling
papill	butterfly
papyr	papyrus, paper
par	through, by
par	equal
par	to give birth
par	to prepare, to set, to provide, to furnish
par	to appear
para	generally has the sense of âbeside or alongside;â by extension: by, beyond, aside from, past, wrong, amiss
para	protection
parc	partition
pard	panther
parl	discourse
part	to divide into parts
parthen	virgin
partu	to give birth
parv	small
pass	to spread, to step, to go, to pass
pass	to suffer
past	paste
past	to feed
pat	to spread out, to be open
path	feelings, bad feelings, suffering, disease
pati	to suffer
patr	father, the fatherland
pause	to stop, to end
pax	peace
pe	foot soldier
peal	to address, to entreat, to summon
pecc	to err, to sin
pect	to congeal
pect	comb
pector	breast
pecu	money, possessions, private property
ped	foot
ped	child
ped	training, education, rearing of children
ped	earth, ground, soil
peer	equal
pejor	worse
pel	to push
pel	skin
pelag	ocean
pell	to entreat, to address
pelt	shield
pemph	bubble, blister
pen	almost, scarcely
pen	pen [writing implement]; orginally, a quill
pen	pain, punishment
pen	repentance
pen	inward, internal, to go into or within
pen	tail
pend	to hang, to weigh [out]
penia	lack, paucity
penn	feather
pens	to hang, to weigh [out]
pent	five
peps	digestion
per	through, in all the senses of through: through, throughout, completely, by means of, because of; also has the sense of âaccording toâ and âfor eachâ
per	to cover, to uncover
per	to give birth, to produce
peri	about, around, encircling, enclosing
perisso	uneven (number), irregular
person	person, traits or attributes of a person
pessim	worst
pest	plague
pet	to go toward, to seek
petit	small, smaller
petr	stone
petr	to father, hence: to accomplish, to achieve, to get
pex	to fix in place
phag	to eat
phalang	finger bone; also a line of battle used by the ancient Greeks: phalanx
phall	phallus
phan	to show, to appear
phaner	visible
phant	to show, to appear, a person or thing that shows or appears
pharmac	drug, medicine
pharyng	pharynx
phas	to show, to appear
phas	to speak, to say
phell	cork
phem	voice, to speak
phen	to appear
pheng	light, luster
pher	to bear, to carry
phet	to speak
phil	love, fondness, attraction, affinity
phleb	vein
phlog	to burn, flame, to be inflamed, hence: bodily humors resulting from inflammation
phob	fear
phoc	seal [marine animal]
phon	sound, speech
phor	to bear, to carry
phos	light
phot	light
phragm	fence, enclosure
phras	to speak
phreat	a well, groundwater, spring
phren	the mind
phthal	clipped form of naphthalene
phther	leather
phthis	to waste away
phthong	sound, voice
phyc	seaweed, alga
phyl	tribe, clan, race, class
phylact	to guard, to protect
phyll	leaf
phys	to blow, to inflate, bellows
physic	nature, growth, life, hence: natural science
physio	nature, growth, life
phyt	nature, growth, hence: plant life
pi	piety
pia	soft, tender
pic	pitch [tree sap]
picr	bitter
pict	to paint, to draw, picture
pied	foot
piez	to press, pressure
pil	hair
pil	pillar, heap
pile	cap
pin	pine tree, pine cone
pin	to drink
pince	to pinch
pine	pain
pinn	feather, wing
pint	to paint, painted
pir	trial, to attempt
pisc	fish
pist	pestle, to pound
pit	to seek favor, favorable
pit	piety, to have pious compassion
pithec	ape
plac	calm, to soothe, to please, to be agreeable
plac	flat cake, flat object
place	a place, to put in place
plagi	side, oblique, slanted
plain	lament
plain	level, flat
plait	to fold, to plait, to weave
plan	to wander, to drift
plan	level, flat
plant	sole of the foot
plant	to plant
plasia	to mold, to form
plasm	molded, formed
plast	to mold, to form
plat	broad, flat
platy	broad, flat
plaud	to applaud
play	to fold, to plait, to weave
ple	âfold; e.g. threefold
plea	to please
pleb	the common people
plegi	stroke
pleisto	most
plem	to fill
plen	to fill
pleo	more
plet	to fill
pleth	full
pleur	side, rib
plex	to fold, to plait, to weave
pli	to fold, to plait, to weave
plic	to fold, to plait, to weave
plod	to clap
ploid	having the specified number
plor	to cry out, to wail
plos	to clap
ploy	to fold, to plait, to weave
plum	feather
plumb	the metal lead
plur	more
pluto	Pluto, god of the underworld, hence: the hot regions under the earth
pluto	wealth
pluv	rain
ply	to fold, to plait, to weave
pnea	to breathe
pneum	lungs, breath, air, spirit
pod	foot
poe	to make
pogon	beard
point	point, to prick
pol	to polish, to adorn
pol	Poland, the Polish people
pol	to sell, seller
polic	city
polis	city
polit	city
poll	head
poly	more than one, more, many
polyp	polyp
pom	fruit, apple
pon	to put
pon	to toil
ponder	to weigh, weight, heavy
pont	bridge
popul	people
por	passage, way
por	forward, ahead
porc	swine
porphyr	purple
port	to carry, to bear
port	gate
port	harbor, port, haven
portion	part
pos	to put
pos	to drink
poss	to be able, to have power
post	to put
post	after, behind
postul	to request, to require, to demand, to claim, to assume
pot	to put
pot	to drink
pot	pot
potam	river
potent	ability, power
poul	chicken
pound	to put
pound	to shut in, to confine
pover	poor
pract	to make, to do
prae	before, preceding
praise	worth, value
prandi	to eat a meal
pras	leek-green
prat	prairie, meadow
prax	to make, to do
pre	before, preceding
prec	to plead, to pray
preci	value
pred	prey, to seize
prehend	to seize, to grasp
pren	to seize, to grasp
presby	old man, elder
press	to strike, to push, to press
prest	quick
preter	beyond
prey	prey, plunder
pri	early, ancient, preceding
priap	Priapus, the Greek and Roman god of fertility and procreation; hence: phallus
prim	to strike, to push, to press
prim	first, foremost
princip	first
prior	earlier, before, preceding
pris	to seize, to grasp
priv	to separate, to deprive
pro	for, before, forth, ahead
proach	nearer, to draw nearer
prob	to prove, to prove good, good
proct	rectum
prodig	unnatural, wonderful
prol	offspring
prompt	brought forth, ready
prop	near
propag	to spread, to reproduce
propr	oneâs own, particular
pros	to, toward, near
prosop	person, face
protero	forward, earlier, former
proto	first, earliest
prov	to prove, to prove good, good
proxim	nearest, next
prudent	to foresee, to have knowledge
pruri	to itch, to long for, to be lecherous
psamm	sand
pseudo	false
psilo	bare
psych	spirit, soul, mind
psychro	cold
pter	feather, wing
ptom	to fall
pty	to spit
ptych	fold
pub	adult, adult hair, pubic hair
publ	people
pud	shame
puer	child
pugn	fist, to fight
pull	chicken
pulmon	lung
puls	to beat, to push
pulv	cushion, pillow
pulver	power, dust
pun	to punish
punct	point, to prick
pung	to prick
punt	point
pup	boy, girl, child
pur	clean, pure
pur	for, forth, forward
pur	pus
purg	to cleanse, to purify
purpur	purple
pus	foot
put	to cleanse, to clear up, to lop, to prune, to settle [accounts], to reckon, to think over, to consider
putr	to rot
py	pus
pycn	thick, dense
pyel	basin
pyg	body posterior, buttocks
pyl	gate
pyr	fire, heat, hence: fever
pyrrh	red, the color of fire
pyx	box
quadr	square, squared, four
quaint	to know
qual	characteristics, qualities
quant	size
quart	fourth, fourth part
quasi	as if, seemingly, resembling
quat	orange (fruit)
quatr	four together, four times
quean	woman
queath	to say
quer	to seek
quer	to complain, to bewail
quest	to seek
qui	peace, quiet, to set free from an obligation
quin	cinchona, cinchona bark
quinqu	five
quint	fifth, five
quir	to seek
quisit	to seek
quot	indicates quantity: counting, numbering
racin	root
rad	to scrape
radi	ray, to radiate
radic	root
raft	log
ram	branch
ramp	to stand upright, to assume a threatening stance
ran	frog
ranc	bad-tasting or -smelling
rang	to put in order
rap	to rush at, to seize
ras	to scrape
rat	to reason, to reckon, counsel
rav	to rush at, to seize
ray	to make ready, to prepare
re	back, again, anew
re	thing, matter, affair
real	royal, to rule
rear	behind
reciproc	back-and-forth, to alternate, to interchange, to be the same on both sides
rect	right, upright, straight, straight up
red	back, again, anew
refer	to refer
reg	king, to rule, to regulate
regul	to rule, to regulate
reme	oar
ren	kidney
rend	to give, to give back, to give in return
rept	to crawl, to creep
rept	to seize, to take
ret	net
retro	backward
rever	fear, awe, respect
rhabdo	rod
rhap	to stitch, to sew
rhen	the Rhine river
rheo	a flow, current, river
rhetor	speech
rheum	a flow
rhin	nose
rhizo	root
rhod	red, rose-red, rosy
rhomb	rhombus
rhynch	snout
rhyt	wrinkles
ribo	a type of sugar
ric	power, to rule, realm
rid	to laugh
rig	to make right, to direct
rig	stiff
right	right, correct, good
ris	to laugh
rit	ceremony
riv	river, bank, shore
riv	to tear
ro	fame
rob	oak tree; hence: strong
rod	to gnaw
rog	to ask, to propose, to entreat, to request
rol	roll
roll	wheel, to roll
roman	Rome, the Romans
rorse	turned [in the given direction]
ros	to gnaw
ros	rose, pink, red
rostr	beak, beaklike part, prow of a ship
rot	wheel, to roll, round
roul	to roll
round	round
rous	to stir up, to cause to rise
rout	to beat, beaten path
rout	to dig, to root
roy	king
rrhag	to burst forth
rrhea	flow
rub	red
rud	rough, raw
ruf	red, brownish red
rug	fold, crease, wrinkle
rumin	throat, stomach
run	to run, to go
rup	rock
rupt	to break, to burst
rust	the country [rural area], countryside
sac	bag, sack
sacchar	sugar
sacr	sacred
sag	keen perception, knowledge
sagitt	arrow
sal	to leap
sal	salt
sal	room, hall
salic	willow
salom	peace [in names of Hebraic origin]
salt	to leap, to spring
salu	good health
salv	safe, unharmed
sample	to buy, to obtain, to take
san	healthy
sanct	sacred, holy
sang	blood
sap	taste, discrimination, wisdom
sapon	soap
sapr	putrefaction, decay
sarc	flesh
sartor	tailor
sat	to fill up
saturn	the god Saturn
sauc	sauce
sauer	sour
sault	to leap
saur	lizard
sav	taste, discrimination, wisdom
sax	rock
say	to weigh, to try
scal	ladder, stairs, steps, to climb
scan	scale, to scale, to climb
scap	to break loose, to escape
scaph	boat, ship
scat	excrement, filth
scath	to injure
scen	stage, scene
scend	to climb
schem	scheme
schis	to split
schiz	to split
schol	school
sci	to know, knowledge
scind	to cut, to divide
scint	spark, hence: a faint trace
sciss	a cutting, a dividing
scler	hard
scop	view
scorb	scurvy
scot	darkness
scot	Scotland, the Scots
scot	tax, money assessed or paid
scrib	to write
script	written
scrof	of or like a hog
scrut	to examine
scur	dark
scut	shield
se	apart, away, by oneself, self, itself
seb	fat
secr	sacred
sect	to cut
secu	to follow, to pursue, to ensue
sed	to sit, to settle
seism	earthquake
selen	the Earthâs moon
sema	sign, symbol
sembl	same [appearance, time, place]
semi	half, partially, not completely, twice per [the given period]
semin	seed, to plant a seed, to sow
sempr	always
sen	old
sens	feeling, perception
sent	feeling, perception
sepsis	to rot
sept	seven
sept	enclosure, partition
sequ	to follow
seren	clear, undisturbed
seri	to arrange, to join
seric	silk
sero	serum
serp	to creep, serpent
serr	sawtooth
sert	to arrange, to join, to bind
serv	to save, to preserve
serv	to serve
sesqui	one-and-a-half
sess	to sit
sest	six
set	to put, to place
set	bristle
sever	serious, grave
sever	to separate
sex	sex, gender
sex	six
sex	the Saxons
sher	shire
shir	shire
sial	saliva
sibil	to hiss
sic	essential nature of a thing
sicc	to dry out
sid	to sit
sider	star
sign	distinctive mark, seal, signal
sil	to leap
sil	granary
simi	ape
simil	same [kind, appearance], alike
simpl	of the same kind, one
simul	same [kind, appearance, time]
sin	bend, curve
sine	without
sinistr	left [side]
sino	China, Chinese
siph	tube, pipe, siphon
sir	gentleman, lord
sist	to stand, to cause to stand
sit	food, grain
situ	position
siz	assessment
skel	leg
skept	thoughtful, inquiring, to consider
skia	shadow
soci	ally, companion, association
sod	soda ash
sol	alone
sol	to comfort
sol	the sun
sol	to become accustomed, customary, usual
sol	bottom, base, foundation, sole of the foot
solen	channel, tube
solid	firm, whole
solut	to loosen, to untie
solv	to loosen, to untie
som	body
somat	body
somn	sleep
son	sound
sond	to measure the depth of the sea
sooth	truth
soph	wisdom
sopor	sleep
sorb	to suck
sorb	sorb fruit, service tree
soror	sister
sort	to go out
sort	fate, lot, fortune
sote	deliverance, salvation
souci	worry, care
sound	sound (noise)
source	to arise
span	Spain
spasm	to pull, to jerk
spath	broad blade
spati	space, distance
spec	to look, to see
spect	to look, to see
spele	cave
sper	favorable, prosperous, hopeful
sperg	to sprinkle, to scatter
sperm	seed
spers	to scatter
spex	one who sees
spher	sphere
sphygm	heartbeat, pulse
sphyx	heartbeat, pulse
spic	to look, to see
spin	sharp point, spine
spin	to spin
spir	breath, life, soul
spir	coil, spiral
spite	to look, to see
splanchn	viscera
splen	spleen
splend	to shine
spond	promise, pledge
spondyl	vertebra
spons	promise, pledge
spor	to scatter
spum	foam
squad	square
st	to stand
sta	to stand
stabl	to stand
stalact	to drip
stals	to put, to place
stamin	standing
stand	to stand
stann	tin
stant	to stand
staphyl	bunch of grapes
stas	to stand
stat	to stand
stat	to stand
staur	to restore, to set up again, to rebuild
stead	a place, to stand in place
stear	fat
steato	fat
steep	high, lofty
stel	pillar, post, slab
stell	star
stem	to place, to put, to cause to stand
steno	narrow
ster	hard, solid, three-dimensional
stereo	three-dimensional
stern	sternum
sterone	steroid
stet	to stand
sthen	strength
stic	to stand
stich	row, line, line of verse
stig	to goad, to incite
stigm	a point, to prick with a point
still	a drip, a drop
stinct	to separate
stitu	to cause to stand, to set up, to place
stle	to send
stol	to put, to place, to send
stom	mouth, mouthlike part, opening
stor	to erect, to place, to restore
stor	inquiry, learning, historical narrative, tale
strab	to squint, hence: the eye muscles
strain	to squeeze, to press
strait	to squeeze, to press
strat	military
strat	to stretch out, to spread out flat, a covering, a layer
strepto	twisted
stress	to squeeze, to press
strict	to squeeze, to press
strid	harsh, shrill
string	to squeeze, to press
strob	to whirl, whirlwind
stroph	a turn, a twist
stru	to build
struct	to build
stud	to study
stup	to stun, to be senseless
styl	point, pointed instrument, writing instrument, writing style, style
styl	pillar, column
suad	sweet, pleasant
substant	substance, essence, means of subsistence
suct	to suck
sud	sweat
sue	to follow
suet	to become accustomed
sui	self
suit	to follow, a sequence
sult	to jump
sum	to take
summ	highest, top level
sundr	apart, separated
super	above, over
supra	over, above, beyond
sur	certain, secure
sur	over, beyond
sur	below, under, from under
surd	insensible, irrational
surg	to rise up
surrect	to rise up
swain	youth, shepherd, attendant
syc	fig
sylv	forest
syn	with, together
synchro	timed together, keeping the same time and/or speed
tabl	flat board
tac	silent
tach	to connect, to join, to fasten
tach	rapidity, speed
tact	to touch
tact	to set in order, order, arrangement, division
tail	to cut, to split
tain	to hold
tain	to touch
tain	to dip, to dye
take	to take
tal	ankle, heel, spur, talon
tali	retaliation in kind
tamp	plug, stopper
tang	to touch
tant	so much, of such a size or amount
tantal	Tantalus
taph	tomb
tarant	Taranto, Italy
tard	slow
tass	cup
taur	bull
tauto	the same, identical
tax	to appraise, to tax, to censure
tax	to set in order, arrangement, order, division
techn	art, craft, skill
tect	art, craft, skill
tect	to cover
tect	to melt
teg	to cover
tele	distant
tellur	earth
telo	end, fulfillment, completion
temer	blindly, rashly
templ	a section or space cut out [or reserved for observation]
tempor	time, a span of time; also has senses indicating moderation, measurement, and weather
tempt	to test, to try
ten	to hold
ten	tendon
tend	to reach, to stretch, to extend
tendr	soft, delicate, tender
tenebr	darkness, shadow
tens	to reach, to stretch, to extend
tent	to reach, to stretch, to extend
tent	to touch, to probe, to test, to try
tenu	thin, fine
ter	three, third
tera	monster; hence: one trillion (10Â¹Â²)
terato	monster, monstrosity
terg	to wipe, to cleanse
terg	the back
termin	boundary, limit, end
terp	to be delighted
terr	earth, ground, land
terr	to frighten
tess	square, cube
test	witness
test	shell, clay, earthen vessel, skull, head
testud	tortoise, tortoise shell, protective covering
tetra	four
teuch	book [of the Bible]
text	to weave
th	demonstratives
thalam	chamber
thalass	sea
thall	young green shoot
thanat	death
thaumat	miracle, magic
the	to look at, to view, to contemplate
thec	to put, a place for putting, receptacle, container
theli	lining tissue
them	to put, to place
theo	god
ther	wild beast
therap	servant, attendant, nurse, to nurse, to give medical treatment
therm	heat
thesis	to put
thigmo	touch
thio	sulfur
thor	Thor, Norse god of thunder and war
thorac	thorax
thrall	slave, to bind
thromb	blood clot
thy	god
thym	breath, spirit, mind
thyr	door
tid	time, season
tim	fear
tim	honor
tin	to hold
tin	to ring
tinct	to dip, to dye
tir	to draw out, to arrange in ranks, to put in order
titan	the Titans, hence: gigantic, powerful; and titanium, which was named for the Titans
titl	label, title
toil	cloth
tolu	toluene
tom	to cut
tomy	a surgical cutting apart or into
ton	tension
ton	to thunder
top	a place
tor	bulge, protuberance, round swelling, hence doughnut-shaped
torium	a place for
torp	stiff, numb
torr	dry, to parch, to consume
tort	to twist
tory	a place for
tot	all, the whole, complete
tour	a circle, a turning
tourn	turn
tox	poison
tra	across, over
tra	to draw, to drag, to pull
trab	supporting beam, bar, rod
trach	rough
tract	to pull
trag	goat
trait	to draw
trans	across, over
trapez	four-sided
tread	to step, to walk
treat	to deal with, to handle
trem	to shake
trem	hole, cavity
trench	to cut, to cut a furrow, to dig a trench
trepid	anxiety, fear
tres	across, over
tri	three
tri	to sift, to sort out, to try
trib	tribe, chief of a tribe, magistrate, judge
trib	to rub
tribut	to pay tribute, to pay, to grant
tric	entanglements, perplexities
trich	hair
trit	to crush, to grind down, to wear out
troch	to run, wheel, round
troll	to roll, to move along in a rolling manner
trop	a change, a turn
troph	growth, nutrition
trud	to push
trus	to push
tryps	trypsin
tub	tube
tuber	lump, swelling
tud	condition, state of being
tuit	to watch, to look after, to protect
tum	to swell
tund	to beat, to dull, to make blunt
turb	to turn, to spin, to upset
turg	to swell
turn	to turn
tus	to beat, to dull, to make less sharp, blunt
tuss	cough
tw	two
tympan	drum
typ	figure, model
tyrann	tyrant, tyranny
tyro	cheese
u	to put on, to dress, clothing
ulterior	farther beyond
ultim	farthest beyond, farthest out, last
ultra	beyond
umbr	shadow, shade
unc	hook, hook-shaped
unct	to anoint, to salve
und	wave
ungu	claw, nail, hoof
uni	one
ur	urine, the urinary system
ur	tail
uran	the sky, the heavens
urb	city
urg	work
urg	to urge
urs	a bear
us	to use
ut	to use
ut	out, outside, to speak out
uxor	wife
vac	empty
vacc	cow
vad	to go
vag	to wander
vagin	sheath
vail	to be strong, to be worth
val	strength, worth, value
val	warriors slain in battle
vale	to be strong, to be well, hence: farewell
van	empty
van	forward, front
vap	steam, vapor
var	to bend
vari	difference
varic	to spread apart, to straddle
varic	varicose vein
vas	to go
vas	vessel
vast	empty
vatic	prophet
vect	to carry
veget	lively, to enliven, to grow
veill	to be awake, to watch
vel	veil, covering
vel	shaggy hair
vel	calf, calfskin
veloc	speed, rapidity
velop	to wrap
ven	to come
ven	love
ven	poison, drug
ven	to sell, to be for sale
ven	to hunt [for game]
ven	vein
venge	revenge
vent	to come
vent	wind
ventr	abdomen
ver	truth
verb	word
verd	green
verg	to bend, to turn
verm	worm
vern	springtime
vers	to turn
vert	to turn
vesic	bladder
vesp	wasp
vesper	evening
vest	clothing
vesta	Vesta, Roman goddess of the hearth
vestig	footprint, trace
veter	old
vexill	a standard, a flag
vi	road, path, way
vi	life
vi	to invite, to challenge
vibr	to shake, to vibrate
vic	fault, offense
vic	change, to substitute
vic	twenty
vicin	neighbor
vict	to conquer
vid	to see
view	to see
vigil	alert, lively, watchful
vigor	vigor, force, energy
vil	cheap, worthless, base
vill	country house, farm
vill	shaggy hair, fleece, wool
vin	vine, wine
vin	friend
vinc	to conquer
vindic	revenge
viol	force
viol	a family of stringed instruments
vir	man, male
vir	poison
vir	green
virg	green twig, rod, stick
vis	to see
visc	birdlime, sticky substance
viscer	internal body organs, intestines
vit	life
vitell	egg yolk
vitr	glass
viv	to live, living, lively
voc	voice, to call, to summon
void	empty
vok	to call, to summon
vol	to fly
vol	to will, to wish
volcan	Vulcan, god of fire
volt	volt, unit of electromotive force; after Alessandro Volta
volv	to turn, to roll
vor	to devour
vot	to speak solemnly, to vow
vouch	to speak, to call
vox	voice
voy	road, way
voy	to see
vulg	common, ordinary, public
vulner	wound, injury
vuls	to pluck, to pull
wain	wagon
wald	power, to rule
war	to be aware, to be watchful
ward	to protect, to guard
ward	to guard
ware	wares, goods, merchandise
wh	interrogatives
whal	whale
wich	village
wid	to separate
wild	wild
will	to wish, to choose
win	friend
wit	powers of thinking and reasoning, intellectual powers
wit	to know, to have knowledge, to be wise
wor	value, worth
wr	to turn, to bend, to twist
wright	to work, worker
wurst	sausage
xanth	yellow
xen	foreign, strange
xer	dry
xiph	sword
xyl	wood
yond	there, that
zo	animal life
zucch	gourd
zyg	pair, yoke
zym	fermentation, yeast
